Category,Customer Name,Product Name,Sub-Category,Profit,Sales
Furniture,Jonathan Doherty,Hon GuestStacker Chair,Chairs,72.5344,408.006
Furniture,Todd Sumrall,"Global High-Back Leather Tilter, Burgundy",Chairs,2.4598,221.382
Furniture,Edward Becker,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,8.1882,245.646
Furniture,Darren Budd,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs,173.3292,866.646
Furniture,Dorris liebe,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,146.388,658.746
Furniture,Ann Chong,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs,213.735,1282.41
Furniture,Todd Sumrall,Global Ergonomic Managers Chair,Chairs,173.7408,977.292
Furniture,Edward Becker,Hon Every-Day Series Multi-Task Chairs,Chairs,169.182,1522.638
Furniture,Katherine Nockton,Tenex Chairmats For Use with Hard Floors,Furnishings,-3.8976,25.984
Furniture,Craig Molinari,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,4.7664,21.184
Furniture,Thea Hudgings,Eldon Image Series Black Desk Accessories,Furnishings,0.6624,3.312
Furniture,Bill Overfelt,"Career Cubicle Clock, 8 1/4"", Black",Furnishings,7.3008,32.448
Furniture,Michael Stewart,Hand-Finished Solid Wood Document Frame,Furnishings,6.846,54.768
Furniture,Sean Braxton,DAX Natural Wood-Tone Poster Frame,Furnishings,8.4736,42.368
Furniture,Stefania Perrino,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furnishings,1.7024,17.024
Furniture,Bart Pistole,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Bookcases,7.1994,287.976
Furniture,Sung Pak,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furnishings,0,254.352
Furniture,Monica Federle,"Seth Thomas 16"" Steel Case Clock",Furnishings,16.8896,103.936
Furniture,Justin Deggeller,Tenex Antistatic Computer Chair Mats,Furnishings,-68.392,547.136
Furniture,Claudia Bergmann,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furnishings,1.2528,8.352
Furniture,Kelly Lampkin,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furnishings,-26.6352,532.704
Furniture,Christine Abelman,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,-4.032,70.56
Furniture,Stefania Perrino,Global Low Back Tilter Chair,Chairs,-48.4704,141.372
Furniture,Katherine Nockton,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs,-42.747,598.458
Furniture,Don Jones,"Global Armless Task Chair, Royal Blue",Chairs,-23.7822,128.058
Furniture,Theresa Swint,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs,-18.0882,422.058
Furniture,David Smith,"Situations Contoured Folding Chairs, 4/Set",Chairs,-24.843,347.802
Furniture,Erin Smith,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,-28.224,493.92
Furniture,Michael Stewart,Global Chrome Stack Chair,Chairs,-10.284,239.96
Furniture,Ann Chong,Bush Advantage Collection Racetrack Conference Table,Tables,-93.3262,254.526
Furniture,Nona Balk,Chromcraft Rectangular Conference Tables,Tables,-37.9152,142.182
Furniture,Suzanne McNair,Hon 4060 Series Tables,Tables,-20.1528,67.176
Furniture,Eleni McCrary,Chromcraft Rectangular Conference Tables,Tables,-75.8304,284.364
Furniture,Andy Gerbode,Bretford CR8500 Series Meeting Room Furniture,Tables,-120.294,481.176
Furniture,Katherine Nockton,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,-115.4304,384.768
Furniture,Darren Budd,"Bevis Oval Conference Table, Walnut",Tables,-120.0508,313.176
Furniture,Tiffany House,Hon 61000 Series Interactive Training Tables,Tables,-19.5492,53.316
Furniture,Victoria Wilson,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,-231.4116,661.176
Furniture,Suzanne McNair,"Hon 30"" x 60"" Table with Locking Drawer",Tables,-81.8544,409.272
Furniture,Jim Sink,Global Adaptabilities Conference Tables,Tables,-118.0116,337.176
Furniture,Grant Thornton,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,-347.1174,991.764
Furniture,Christine Phan,"Hon 30"" x 60"" Table with Locking Drawer",Tables,-122.7816,613.908
Furniture,Denise Monton,Hon 2111 Invitation Series Corner Table,Tables,-213.5574,376.866
Furniture,Christine Phan,Balt Solid Wood Round Tables,Tables,-553.6476,1071.576
Furniture,George Bell,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,-56.448,241.92
Furniture,Bill Overfelt,Bevis 36 x 72 Conference Tables,Tables,-112.041,373.47
Furniture,Christine Phan,Bretford Rectangular Conference Table Tops,Tables,-447.5947,1579.746
Furniture,David Bremer,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Tables,-464.697,1548.99
Furniture,Alice McCarthy,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,-64.9376,115.96
Furniture,George Bell,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,-81.94,163.88
Furniture,Jill Stevenson,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,-199.617,302.45
Furniture,Katharine Harms,Hon Olson Stacker Stools,Chairs,39.4268,140.81
Furniture,David Smith,DAX Two-Tone Silver Metal Document Frame,Furnishings,8.7032,20.24
Furniture,Keith Dawkins,Stackable Trays,Furnishings,1.9712,6.16
Furniture,Justin Ellison,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,4.2804,14.76
Furniture,Anna Häberlin,Luxo Adjustable Task Clamp Lamp,Furnishings,46.1968,177.68
Furniture,Yana Sorensen,"Bevis Round Conference Table Top, X-Base",Tables,39.4438,358.58
Furniture,Randy Ferguson,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furnishings,9.3228,27.42
Furniture,Anthony Johnson,Hon Olson Stacker Chairs,Chairs,307.1448,1059.12
Furniture,Dorothy Badders,Eldon Pizzaz Desk Accessories,Furnishings,3.9248,8.92
Furniture,David Smith,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furnishings,11.1776,39.92
Furniture,Saphhira Shifley,"Master Caster Door Stop, Gray",Furnishings,6.9088,20.32
Furniture,Nicole Brennan,Tenex Chairmats For Use with Hard Floors,Furnishings,10.3936,129.92
Furniture,Frank Hawley,Hon 2111 Invitation Series Straight Table,Tables,112.3508,591.32
Furniture,Luke Schmidt,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs,145.2816,605.34
Furniture,Theresa Swint,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,297.69,595.38
Furniture,Denise Monton,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furnishings,15.7584,56.28
Furniture,Victoria Wilson,Acrylic Self-Standing Desk Frames,Furnishings,8.1168,21.36
Furniture,Ruben Ausman,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Tables,316.1392,1215.92
Furniture,Anna Häberlin,Hon Rectangular Conference Tables,Tables,386.835,2275.5
Furniture,Nick Crebassa,"Safco Chair Connectors, 6/Carton",Chairs,145.0696,500.24
Furniture,Andrew Gjertsen,DAX Wood Document Frame,Furnishings,69.1992,192.22
Furniture,Darrin Van Huff,"Global Geo Office Task Chair, Gray",Chairs,-12.147,64.784
Furniture,Filia McAdams,"Global High-Back Leather Tilter, Burgundy",Chairs,-11.0691,98.392
Furniture,Noel Staavos,Eldon Wave Desk Accessories,Furnishings,1.4136,4.712
Furniture,Frank Atkinson,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Bookcases,10.8588,289.568
Furniture,Sung Pak,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,8.194,131.104
Furniture,Laura Armstrong,Global Leather Executive Chair,Chairs,70.198,561.584
Furniture,Roland Schwarz,Stackable Trays,Furnishings,0.7392,4.928
Furniture,Filia McAdams,Dana Swing-Arm Lamps,Furnishings,1.068,17.088
Furniture,Lindsay Williams,Telescoping Adjustable Floor Lamp,Furnishings,1.999,31.984
Furniture,Darrin Van Huff,Advantus Panel Wall Certificate Holder - 8.5x11,Furnishings,5.368,19.52
Furniture,Dan Reichenbach,Hon Comfortask Task/Swivel Chairs,Chairs,-13.6776,273.552
Furniture,Anna Häberlin,"Global Push Button Manager's Chair, Indigo",Chairs,16.4403,146.136
Furniture,George Bell,Harbour Creations Steel Folding Chair,Chairs,25.875,207
Furniture,Katrina Edelman,"Situations Contoured Folding Chairs, 4/Set",Chairs,10.647,170.352
Furniture,Anna Häberlin,Magna Visual Magnetic Picture Hangers,Furnishings,2.6028,11.568
Furniture,Michael Kennedy,"DAX Copper Panel Document Frame, 5 x 7 Size",Furnishings,8.3028,30.192
Furniture,Edward Becker,Acrylic Self-Standing Desk Frames,Furnishings,1.4418,6.408
Furniture,David Bremer,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,14.2992,63.552
Furniture,Sung Pak,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furnishings,16.0056,53.352
Furniture,Edward Becker,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furnishings,3.86,30.88
Furniture,Barbara Fisher,9-3/4 Diameter Round Wall Clock,Furnishings,12.1352,44.128
Furniture,Karen Bern,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,-18.1808,132.224
Furniture,Thomas Seio,Staple-based wall hangings,Furnishings,9.3504,31.168
Furniture,Anna Häberlin,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,-72.039,523.92
Furniture,Charles Sheldon,"Ultra Door Kickplate, 8""H x 34""W",Furnishings,13.846,79.12
Furniture,Robert Barroso,"Master Caster Door Stop, Brown",Furnishings,3.556,20.32
Furniture,Maureen Fritzler,Ultra Door Pull Handle,Furnishings,8.2056,50.496
Furniture,Andrew Gjertsen,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furnishings,45.4671,173.208
Furniture,Dorothy Wardle,Sauder Cornerstone Collection Library,Bookcases,-32.2192,198.272
Furniture,Kimberly Carter,Novimex Fabric Task Chair,Chairs,-24.392,390.272
Furniture,Saphhira Shifley,3M Hangers With Command Adhesive,Furnishings,6.216,23.68
Furniture,Stefanie Holloman,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furnishings,190.4298,692.472
Furniture,Thomas Seio,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,-28.224,120.96
Furniture,Victoria Pisteka,Balt Solid Wood Round Tables,Tables,-968.8833,1875.258
Furniture,Darrin Van Huff,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-420,721.875
Furniture,Cindy Schnelling,BPI Conference Tables,Tables,-255.5875,562.2925
Furniture,Janet Molinari,"Eldon 200 Class Desk Accessories, Smoke",Furnishings,2.6376,6.28
Furniture,Monica Federle,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furnishings,18.1146,43.13
Furniture,Dionis Lloyd,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furnishings,9.3152,22.72
Furniture,Bill Tyler,Flat Face Poster Frame,Furnishings,15.8256,37.68
Furniture,Andy Yotov,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings,15.6332,91.96
Furniture,George Bell,Advantus Panel Wall Certificate Holder - 8.5x11,Furnishings,10.248,24.4
Furniture,Justin Deggeller,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings,15.6332,91.96
Furniture,Bill Overfelt,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furnishings,12.6348,210.58
Furniture,Matt Hagelstein,"Executive Impressions 14"" Contract Wall Clock",Furnishings,14.6718,44.46
Furniture,Denny Joy,Luxo Economy Swing Arm Lamp,Furnishings,11.1664,39.88
Furniture,Don Jones,"Seth Thomas 16"" Steel Case Clock",Furnishings,21.4368,64.96
Furniture,Harry Marie,3M Hangers With Command Adhesive,Furnishings,3.034,7.4
Furniture,Maya Herman,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furnishings,55.016,137.54
Furniture,Janet Molinari,Tenex Chairmats For Use With Carpeted Floors,Furnishings,1.598,31.96
Furniture,Jane Waco,Magna Visual Magnetic Picture Hangers,Furnishings,3.6632,9.64
Furniture,Heather Kirkland,Bretford CR4500 Series Slim Rectangular Table,Tables,160.1766,696.42
Furniture,Claudia Bergmann,Dana Halogen Swing-Arm Architect Lamp,Furnishings,34.4148,122.91
Furniture,Shaun Chance,"DAX Value U-Channel Document Frames, Easel Back",Furnishings,4.6221,14.91
Furniture,Rick Wilson,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furnishings,41.4456,148.02
Furniture,Claudia Bergmann,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furnishings,6.2244,14.82
Furniture,Denny Joy,DAX Natural Wood-Tone Poster Frame,Furnishings,28.5984,79.44
Furniture,Keith Dawkins,"Eldon Regeneration Recycled Desk Accessories, Black",Furnishings,5.6628,14.52
Furniture,Yana Sorensen,"Contract Clock, 14"", Brown",Furnishings,22.4196,65.94
Furniture,Justin Deggeller,Bretford Rectangular Conference Table Tops,Tables,259.5297,1128.39
Furniture,Scott Cohen,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Tables,111.1035,653.55
Furniture,Ken Black,24-Hour Round Wall Clock,Furnishings,34.3656,79.92
Furniture,Maya Herman,"Lesro Round Back Collection Coffee Table, End Table",Tables,94.926,730.2
Furniture,Greg Guthrie,DAX Clear Channel Poster Frame,Furnishings,26.973,72.9
Furniture,Anthony Johnson,Stacking Trays by OIC,Furnishings,8.217,24.9
Furniture,Anthony Johnson,"Contract Clock, 14"", Brown",Furnishings,37.366,109.9
Furniture,Frank Atkinson,"Seth Thomas 13 1/2"" Wall Clock",Furnishings,33.0708,106.68
Furniture,Noel Staavos,Acrylic Self-Standing Desk Frames,Furnishings,6.0876,16.02
Furniture,Anthony Johnson,"Executive Impressions 10"" Spectator Wall Clock",Furnishings,23.9904,70.56
Furniture,Andy Yotov,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furnishings,12.9129,33.11
Furniture,Anthony Rawles,Hon Non-Folding Utility Tables,Tables,334.551,1115.17
Furniture,Tom Stivers,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,259.8896,1367.84
Furniture,Ben Peterman,Nu-Dell Executive Frame,Furnishings,37.4144,101.12
Furniture,Henry Goldwyn,"Seth Thomas 12"" Clock w/ Goldtone Case",Furnishings,62.5056,183.84
Furniture,Jason Gross,36X48 HARDFLOOR CHAIRMAT,Furnishings,11.7488,167.84
Furniture,Ellis Ballard,Bush Advantage Collection Racetrack Conference Table,Tables,610.8624,3393.68
Furniture,Sally Hughsby,Eldon Wave Desk Accessories,Furnishings,31.0992,70.68
Furniture,Marina Lichtenstein,Sauder Inglewood Library Bookcases,Bookcases,27.3568,290.666
Furniture,Keith Dawkins,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Bookcases,-12.8784,273.666
Furniture,Kean Nguyen,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,-18.147,308.499
Furniture,Brian Moss,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,20.5176,435.999
Furniture,Claudia Bergmann,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Bookcases,41.9965,509.9575
Furniture,Sally Hughsby,Bestar Classic Bookcase,Bookcases,19.998,424.9575
Furniture,David Smith,Sauder Camden County Collection Library,Bookcases,34.494,586.398
Furniture,Lindsay Williams,Bretford Rectangular Conference Table Tops,Tables,11.2839,300.904
Furniture,Michelle Ellison,"Hon 30"" x 60"" Table with Locking Drawer",Tables,27.2848,272.848
Furniture,Laurel Workman,"Global Stack Chair with Arms, Black",Chairs,4.1972,47.968
Furniture,Claudia Bergmann,Novimex Fabric Task Chair,Chairs,-6.098,97.568
Furniture,Bill Overfelt,"Global Stack Chair without Arms, Black",Chairs,2.598,41.568
Furniture,Jane Waco,Global Troy Executive Leather Low-Back Tilter,Chairs,50.098,801.568
Furniture,Michelle Ellison,Global Troy Executive Leather Low-Back Tilter,Chairs,50.098,801.568
Furniture,Craig Molinari,"Global Leather and Oak Executive Chair, Black",Chairs,54.1764,481.568
Furniture,Cyma Kinney,Office Star - Contemporary Task Swivel Chair,Chairs,13.3176,266.352
Furniture,Beth Fritzler,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,-35.3646,314.352
Furniture,Claudia Bergmann,"Global Leather and Oak Executive Chair, Black",Chairs,81.2646,722.352
Furniture,Mike Caudle,"Global Armless Task Chair, Royal Blue",Chairs,-5.4882,146.352
Furniture,Carol Adams,GuestStacker Chair with Chrome Finish Legs,Chairs,89.2224,892.224
Furniture,George Zrebassa,"Global Airflow Leather Mesh Back Chair, Black",Chairs,45.294,362.352
Furniture,Aleksandra Gannaway,Bevis Steel Folding Chairs,Chairs,23.028,230.28
Furniture,Greg Guthrie,Novimex Fabric Task Chair,Chairs,-9.147,146.352
Furniture,Bart Watters,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Chairs,6.3936,63.936
Furniture,Jim Epp,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs,52.3392,523.392
Furniture,Linda Southworth,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,10.6794,854.352
Furniture,Linda Southworth,Hon GuestStacker Chair,Chairs,40.8006,544.008
Furniture,Sally Hughsby,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Chairs,4.2294,338.352
Furniture,Mark Cousins,Bevis Steel Folding Chairs,Chairs,23.028,230.28
Furniture,Dave Poirier,Global Deluxe Steno Chair,Chairs,-20.7846,184.752
Furniture,Randy Ferguson,"Electrix Incandescent Magnifying Lamp, Black",Furnishings,7.6965,87.96
Furniture,Cathy Prescott,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,89.307,238.152
Furniture,Noah Childs,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furnishings,4.368,24.96
Furniture,Brooke Gillingham,Aluminum Document Frame,Furnishings,3.666,29.328
Furniture,Greg Guthrie,KI Adjustable-Height Table,Tables,5.1588,206.352
Furniture,Mike Caudle,Bretford Rectangular Conference Table Tops,Tables,33.8517,902.712
Furniture,Stefania Perrino,KI Conference Tables,Tables,-8.5068,170.136
Furniture,Grace Kelly,Bevis Round Conference Table Top & Single Column Base,Tables,4.3902,351.216
Furniture,Aaron Smayling,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-6.4233,171.288
Furniture,Ed Braxton,Hon 2111 Invitation Series Corner Table,Tables,-87.9354,502.488
Furniture,Harold Ryan,SAFCO Arco Folding Chair,Chairs,99.432,883.84
Furniture,Greg Guthrie,Global Deluxe High-Back Office Chair in Storm,Chairs,-59.8356,435.168
Furniture,Muhammed Yedwab,Hon Every-Day Chair Series Swivel Task Chairs,Chairs,4.8392,387.136
Furniture,Sally Hughsby,Global Super Steno Chair,Chairs,-11.5176,307.136
Furniture,Craig Yedwab,Electrix Halogen Magnifier Lamp,Furnishings,46.632,621.76
Furniture,Pauline Webber,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Chairs,17.466,232.88
Furniture,Edward Hooks,Hon Olson Stacker Stools,Chairs,56.324,563.24
Furniture,Stefanie Holloman,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs,70.196,1403.92
Furniture,Sylvia Foulston,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs,70.196,1403.92
Furniture,Bill Stewart,Hon GuestStacker Chair,Chairs,68.001,906.68
Furniture,Charles Sheldon,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-10.7055,285.48
Furniture,Yana Sorensen,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,-38.2116,436.704
Furniture,Aaron Hawkins,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Chairs,20.9592,279.456
Furniture,Sung Pak,Global Leather Executive Chair,Chairs,210.594,1684.752
Furniture,Julie Creighton,"Global Value Mid-Back Manager's Chair, Gray",Chairs,18.267,292.272
Furniture,Craig Molinari,Office Star - Task Chair with Contemporary Loop Arms,Chairs,21.8352,436.704
Furniture,Bill Stewart,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furnishings,0,508.704
Furniture,Stefania Perrino,Hon 94000 Series Round Tables,Tables,-195.4788,1421.664
Furniture,Ken Dana,12-1/2 Diameter Round Wall Clock,Furnishings,22.3776,111.888
Furniture,Suzanne McNair,Aluminum Document Frame,Furnishings,8.554,68.432
Furniture,Bill Tyler,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-14.9877,399.672
Furniture,Anna Häberlin,Laminate Occasional Tables,Tables,-32.3673,863.128
